100 0.04
103.355 0.0339273
105.473 0.0325357
107.16 0.0282192
108.213 0.0271959
108.811 0.0274681
109.55 0.0273022
109.117 0.0262845
108.21 0.0284195
108.413 0.0291093
110.105 0.0272568
109.915 0.0272554
109.488 0.0300767
110.258 0.0287047
109.843 0.028983
110.421 0.0273752
110.628 0.0288432
111.988 0.0257398
111.935 0.0276133
113.442 0.0279725
114.358 0.0246437
114.007 0.0250805
114.332 0.0244046
112.435 0.0268619
111.714 0.0266705
111.573 0.0287931
110.329 0.0323669
109.898 0.0335121
109.368 0.0364852
109.775 0.036338
109.339 0.0377583
110.15 0.0374411
108.762 0.0409076
109.441 0.0381403
109.497 0.0379741
107.533 0.0378354
107.287 0.0364134
107.266 0.0354863
108.277 0.0361828
111.14 0.0353164
109.093 0.039619
109.819 0.0361734
109.085 0.0376892
110.767 0.0352605
112.038 0.0346593
110.577 0.0329861
111.47 0.034994
109.668 0.0362149
111.143 0.0318573
114.066 0.0315363
115.296 0.029911
116.109 0.0301341
117.853 0.0286066
119.367 0.0233165
122.107 0.0183146
122.554 0.018941
122.363 0.0193468
120.726 0.0199661
120.829 0.0206203
119.419 0.0201611
119.921 0.0211735
121.029 0.0190552
120.899 0.0223136
122.472 0.0175339
121.171 0.0175851
119.613 0.0201123
119.132 0.0203079
116.818 0.0237632
117.049 0.025522
117.195 0.0234719
118.203 0.0220721
118.201 0.022673
119.997 0.0219063
118.991 0.0237258
118.403 0.0248883
120.092 0.0250146
119.469 0.0263199
119.318 0.0273037
121.034 0.0234962
119.186 0.0243045
119.463 0.0252701
119.972 0.0225739
121.1 0.0230143
119.412 0.0248371
119.521 0.0259313
117.752 0.0309094
118.539 0.0301136
118.753 0.0314254
117.163 0.0339021
118.845 0.0332475
120.108 0.0289746
118.743 0.0317262
118.572 0.0332015
118.877 0.0328447
120.735 0.0333004
120.962 0.0313217
122.801 0.028191
123.533 0.0262038
125.332 0.0246336
124.739 0.0269485
128.029 0.0224678
127.865 0.0205562
128.59 0.0179791
129.776 0.0159865
128.5 0.0170091
127.642 0.0181017
128.673 0.0184306
131.31 0.0178478
132.642 0.0166844
133.751 0.0155634
134.219 0.0147687
133.127 0.0156623
132.683 0.017255
133.532 0.0158564
132.036 0.0189967
131.511 0.0185822
131.068 0.0181561
130.734 0.0180955
130.549 0.0168302
132.483 0.0168068
131.581 0.018466
131.336 0.0165776
132.014 0.0148131
131.244 0.0170163
131.006 0.0186278
131.361 0.0171839
131.999 0.0170248
132.541 0.0173202
133.679 0.0179187
134.271 0.01607
134.76 0.0162764
134.493 0.0165594
135.304 0.0150939
136.062 0.0143504
136.279 0.0137328
136.571 0.012963
138.077 0.0104531
138.94 0.00889166
137.928 0.0104227
137.597 0.0106222
137.268 0.0117168
137.22 0.0133444
138.991 0.0132125
138.598 0.0141095
141.277 0.0112722
141.903 0.0110348
142.076 0.0123437
141.298 0.0124226
140.699 0.0112329
141.138 0.0106069
141.403 0.00950105
143.109 0.00834199
142.108 0.00958633
143.07 0.0109048
143.22 0.010469
144.142 0.008982
143.561 0.0093472
142.967 0.00920729
143.434 0.00878543
143.014 0.00720658
143.041 0.0068769
143.961 0.00605758
144.038 0.00539679
144.904 0.00526198
145.773 0.00533733
146.816 0.00404831
147.628 0.00391986
147.446 0.00543123
148.685 0.00436613
149.028 0.00460111
149.344 0.00380885
149.944 0.00337727
150.69 0.00268543
151.584 0.00176895
151.221 0.00214076
151.376 0.00168343
151.727 0.00133546
151.401 0.00204412
152.114 0.00147687
151.82 0.00181448
151.149 0.0028269
152.226 0.00176694
151.576 0.00310206
151.486 0.00317987
151.556 0.00298218
151.997 0.00318882
151.94 0.00356068
151.618 0.00346351
151.153 0.00403978
151.1 0.0043012
150.14 0.00552324
150.28 0.00519104
150.951 0.00347974
151.69 0.00295381
151.111 0.00336925
151.83 0.00350553
151.292 0.00403776
150.114 0.00538589
150.346 0.00531045
150.768 0.00455231
151.613 0.0044575
152.511 0.00420275
152.972 0.00371803
153.263 0.00346056
153.304 0.00387579
153.255 0.00533804
153.629 0.00563011
151.598 0.00756837
150.864 0.00823132
151.51 0.0079364
152.342 0.00742434
151.724 0.00819118
153.269 0.00632408
151.82 0.00784272
152.734 0.00759359
151.652 0.00980238
151.465 0.00923806
151.612 0.00866939
150.066 0.00961812
149.821 0.00947711
149.89 0.0112198
150.986 0.0102817
150.604 0.00856525
150.936 0.00913783
153.179 0.00667239
152.523 0.00854084
152.638 0.00989229
151.921 0.0112002
150.778 0.013183
151.926 0.0134452
151.421 0.013437
153.394 0.0109646
154.403 0.00965569
155.38 0.0110486
153.565 0.0143741
152.677 0.0141785
153.863 0.0128651
152.541 0.0139125
152.862 0.0127559
154.516 0.00913372
151.988 0.0130399
152.838 0.0134577
153.64 0.0135091
153.833 0.0136646
155.043 0.0123735
153.893 0.0141679
151.83 0.0160629
154.332 0.0123743
154.426 0.0133804
152.453 0.0169239
155.208 0.0150531
154.436 0.0151765
153.716 0.0159179
